Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P151,F782,American Airlines,DFW,LAX,2024-12-04 11:48:41,178,On-time,1387,441.05,31,Male,High,Family,Economy,3,Gold,Mobile App,4.4,1.0,103,0,0,Aisle
P152,F1880,Southwest,JFK,SFO,2024-02-22 13:48:28,197,On-time,1491,575.18,43,Male,Medium,Business,Economy,1,None,Mobile App,7.3,5.0,60,0,0,Middle
P153,F1236,American Airlines,ATL,SEA,2024-07-05 00:20:54,160,On-time,1302,286.41,33,Female,Medium,Emergency,Economy,1,None,Desk,7.6,3.0,68,0,0,Middle
P154,F1015,American Airlines,LAX,SFO,2024-06-13 07:10:01,132,On-time,968,317.33,20,Female,Low,Business,Premium Economy,1,None,Desk,8.2,13.0,56,0,0,Aisle
P155,F1695,Southwest,ATL,ORD,2024-04-20 21:25:41,205,On-time,1029,449.3,79,Female,Low,Leisure,Economy,2,None,Airport Kiosk,8.0,0.0,104,0,0,Aisle
P156,F1166,American Airlines,ORD,JFK,2025-03-17 12:41:10,223,Delayed,1326,291.85,20,Female,High,Leisure,Economy,1,Silver,Mobile App,8.2,12.0,70,0,0,Window
P157,F1027,American Airlines,ORD,LAX,2025-04-15 21:43:11,169,On-time,777,361.79,77,Female,Medium,Leisure,Business,2,Gold,Airport Kiosk,3.5,4.0,112,0,0,Aisle
P158,F43,United,LAX,DFW,2024-05-15 08:06:31,167,On-time,1222,377.84,57,Male,Medium,Emergency,Premium Economy,1,None,Online,8.1,1.0,54,0,0,Aisle
P159,F1017,American Airlines,SFO,LAX,2024-05-30 14:31:59,127,On-time,1027,491.89,34,Male,Low,Family,Economy,0,Gold,Airport Kiosk,4.7,16.0,35,0,0,Aisle
P160,F1990,American Airlines,DEN,DFW,2023-09-21 09:17:47,224,Delayed,1126,535.81,51,Female,Medium,Emergency,Premium Economy,2,Platinum,Online,6.1,5.0,34,0,0,Aisle
P161,F1336,Southwest,ORD,DEN,2024-09-04 11:42:32,442,On-time,1470,342.95,55,Female,Medium,Emergency,Economy,1,Silver,Desk,10.0,17.0,89,0,0,Middle
P162,F1555,Delta,SEA,JFK,2025-01-31 00:06:48,38,On-time,907,476.42,21,Male,Low,Family,Economy,3,Platinum,Mobile App,6.7,14.0,80,0,0,Window
P163,F807,United,DEN,ORD,2025-04-19 08:23:48,219,On-time,1572,542.25,40,Male,Medium,Business,Economy,0,None,Mobile App,7.2,22.0,42,0,0,Middle
P164,F1492,American Airlines,SEA,ORD,2024-05-01 05:49:40,228,On-time,812,414.87,75,Male,Medium,Leisure,Premium Economy,0,None,Desk,5.1,1.0,25,0,0,Middle
P165,F711,Delta,SFO,DEN,2023-09-17 21:47:11,154,On-time,1562,376.6,52,Male,Low,Business,Premium Economy,2,Silver,Airport Kiosk,8.6,0.0,77,0,1,Aisle
P166,F506,American Airlines,LAX,DFW,2023-10-28 03:30:05,266,Delayed,1076,172.37,26,Male,Low,Leisure,Economy,2,None,Airport Kiosk,7.1,3.0,100,0,0,Middle
P167,F295,Delta,DFW,SFO,2023-11-15 04:47:59,192,Delayed,897,204.79,23,Male,Medium,Emergency,Premium Economy,1,None,Airport Kiosk,5.2,2.0,31,0,0,Middle
P168,F1817,Southwest,ATL,LAX,2023-08-06 20:00:20,146,On-time,1142,456.89,59,Female,Medium,Business,Economy,2,None,Airport Kiosk,7.5,2.0,41,0,0,Middle
P169,F689,United,SEA,SEA,2024-03-11 03:28:10,252,On-time,1434,318.63,72,Male,Medium,Leisure,Economy,1,Gold,Mobile App,7.7,1.0,2,0,0,Window
P170,F107,American Airlines,LAX,SEA,2023-11-01 18:48:00,170,On-time,1597,426.62,38,Male,Medium,Leisure,Economy,1,None,Airport Kiosk,5.9,5.0,17,0,1,Aisle
P171,F1311,Southwest,LAX,JFK,2024-06-06 11:05:31,201,On-time,734,281.07,30,Female,Low,Emergency,Economy,0,Gold,Airport Kiosk,5.6,8.0,100,0,0,Aisle
P172,F596,Southwest,ORD,ORD,2023-05-04 10:04:03,208,On-time,754,148.59,59,Male,Medium,Family,Economy,2,Gold,Desk,6.6,10.0,41,0,0,Middle
P173,F633,American Airlines,DEN,ORD,2023-10-25 12:58:07,171,Cancelled,1144,423.02,35,Female,Medium,Emergency,Premium Economy,2,None,Desk,8.1,8.0,93,0,0,Middle
P174,F1834,American Airlines,SFO,ORD,2023-12-13 06:42:58,211,Cancelled,1127,316.21,67,Male,Medium,Leisure,Business,1,None,Mobile App,5.0,7.0,72,0,0,Aisle
P175,F741,American Airlines,SFO,DFW,2025-01-14 22:13:49,124,Delayed,1497,594.87,78,Male,Medium,Leisure,Economy,0,None,Mobile App,6.5,2.0,119,0,0,Window
P176,F366,Southwest,LAX,LAX,2024-07-19 22:41:27,270,Delayed,1538,332.03,78,Male,High,Family,Premium Economy,1,Gold,Airport Kiosk,7.5,4.0,68,0,0,Aisle
P177,F521,Southwest,DFW,SEA,2024-09-21 17:44:24,224,On-time,966,100.44,74,Female,Medium,Emergency,Economy,2,Silver,Online,8.5,9.0,1,0,1,Aisle
P178,F282,Southwest,JFK,ORD,2024-10-02 23:58:10,169,Delayed,1395,227.81,42,Male,High,Business,Premium Economy,1,Silver,Mobile App,3.4,20.0,19,0,0,Aisle
P179,F154,United,DEN,LAX,2023-07-08 17:03:04,29,On-time,1013,316.0,76,Female,Low,Leisure,Economy,3,None,Mobile App,9.5,6.0,72,0,1,Aisle
P180,F1047,American Airlines,DEN,SFO,2024-07-14 14:59:08,255,On-time,1494,428.84,46,Female,Medium,Emergency,Premium Economy,4,None,Mobile App,6.8,27.0,85,0,0,Window
P181,F90,Delta,ORD,DEN,2024-11-22 00:14:40,179,On-time,1351,467.42,63,Male,Low,Emergency,Business,1,Silver,Mobile App,8.6,6.0,93,0,0,Middle
P182,F662,United,ORD,SFO,2023-08-28 22:01:07,190,Delayed,1198,645.14,47,Male,Medium,Leisure,Premium Economy,0,Silver,Airport Kiosk,7.9,7.0,15,0,0,Window
P183,F943,United,ATL,ATL,2023-04-26 02:26:30,151,On-time,1629,391.74,37,Male,Low,Family,Premium Economy,0,Gold,Airport Kiosk,4.5,1.0,102,0,0,Middle
P184,F1311,Delta,JFK,DFW,2025-04-12 11:46:54,34,Delayed,1682,380.6,60,Female,Low,Emergency,Economy,1,None,Online,9.1,14.0,83,0,0,Aisle
P185,F586,Delta,LAX,SFO,2024-04-06 15:54:34,171,Delayed,716,491.71,51,Male,High,Business,Economy,1,Silver,Airport Kiosk,9.0,4.0,48,0,0,Aisle
P186,F1882,American Airlines,ATL,ORD,2023-06-16 06:17:21,201,On-time,1688,293.74,33,Male,Medium,Family,Premium Economy,2,None,Desk,7.2,6.0,68,0,0,Aisle
P187,F1408,United,SEA,DEN,2024-06-07 09:49:29,163,On-time,1063,168.45,79,Male,Medium,Business,Business,0,Platinum,Airport Kiosk,7.8,5.0,69,0,0,Window
P188,F416,American Airlines,SFO,JFK,2023-11-19 12:52:41,177,Cancelled,1191,492.99,33,Male,High,Emergency,Business,0,None,Online,8.0,6.0,100,0,1,Middle
P189,F1073,JetBlue,ATL,ORD,2024-11-04 00:51:24,185,On-time,878,155.67,72,Female,Medium,Emergency,Business,1,None,Online,6.6,25.0,106,0,0,Window
P190,F1958,United,ORD,DFW,2023-05-09 07:14:52,183,On-time,808,486.76,33,Female,Medium,Leisure,Business,0,None,Desk,7.0,16.0,103,0,0,Middle
P191,F1774,Delta,DEN,LAX,2024-01-04 00:15:09,181,Cancelled,1206,466.06,34,Male,Low,Family,Economy,1,Silver,Desk,6.6,1.0,104,0,0,Middle
P192,F420,United,JFK,JFK,2024-06-13 01:35:38,342,On-time,1227,573.85,79,Male,Medium,Emergency,Business,1,Gold,Mobile App,8.6,15.0,50,0,0,Window
P193,F744,Delta,LAX,JFK,2024-10-15 18:08:10,116,On-time,2045,330.79,56,Male,Low,Emergency,Economy,0,Platinum,Online,4.2,12.0,34,0,0,Aisle
P194,F284,Southwest,ORD,JFK,2023-08-25 17:27:33,92,On-time,1537,183.48,76,Male,Medium,Business,Economy,1,None,Mobile App,6.3,2.0,80,0,0,Window
P195,F175,JetBlue,JFK,ATL,2025-02-28 05:02:39,61,On-time,1504,276.86,79,Female,Low,Leisure,Economy,0,None,Online,7.5,9.0,28,0,1,Window
P196,F1856,United,ATL,JFK,2023-09-21 23:49:08,163,On-time,898,361.11,45,Female,High,Leisure,Business,1,None,Airport Kiosk,7.4,2.0,35,0,0,Aisle
P197,F228,JetBlue,SFO,DFW,2024-03-10 08:11:55,108,Delayed,1374,350.91,74,Male,Medium,Leisure,Economy,0,Platinum,Desk,8.1,18.0,97,0,0,Middle
P198,F1550,Delta,DEN,JFK,2025-02-27 01:24:01,254,On-time,1292,350.88,48,Male,High,Leisure,Business,2,None,Mobile App,7.0,47.0,99,0,0,Window
P199,F931,Delta,ORD,LAX,2024-03-01 00:12:46,115,On-time,1069,541.6,79,Female,Medium,Emergency,Business,1,Silver,Airport Kiosk,6.6,0.0,32,1,0,Middle
P200,F1658,JetBlue,DFW,ATL,2023-04-27 21:41:22,150,On-time,750,347.27,19,Male,Medium,Leisure,Economy,0,None,Mobile App,6.3,56.0,115,0,0,Aisle
P201,F551,United,SEA,SFO,2024-03-05 21:33:59,262,On-time,2087,368.93,75,Male,High,Business,Business,1,Silver,Desk,6.7,17.0,63,0,1,Window
P202,F1278,Southwest,SFO,JFK,2024-04-21 00:34:39,113,Delayed,893,392.44,43,Male,High,Family,Business,2,Gold,Airport Kiosk,5.9,6.0,97,0,0,Middle
P203,F1650,United,JFK,SFO,2025-03-16 11:09:56,241,On-time,659,306.74,38,Male,High,Family,Economy,4,Platinum,Desk,6.4,5.0,71,0,0,Aisle
P204,F1884,American Airlines,ORD,ORD,2025-01-15 20:23:56,160,On-time,992,329.57,60,Male,Low,Leisure,First,2,None,Desk,8.2,11.0,25,0,0,Window
P205,F620,United,LAX,JFK,2024-12-09 23:40:30,142,On-time,928,340.63,65,Female,High,Family,Economy,1,Silver,Mobile App,6.4,10.0,35,0,0,Middle
P206,F1480,JetBlue,DEN,ATL,2025-01-26 22:48:45,74,On-time,1395,343.76,35,Female,Medium,Emergency,Premium Economy,0,None,Airport Kiosk,5.2,7.0,32,0,0,Middle
P207,F729,Southwest,ATL,DFW,2024-12-03 03:01:18,162,On-time,1881,240.82,49,Female,Medium,Family,Premium Economy,0,None,Airport Kiosk,7.1,17.0,58,0,1,Window
P208,F1765,American Airlines,ORD,ATL,2023-07-27 06:57:03,155,On-time,1362,501.18,69,Female,Low,Family,Business,1,None,Online,7.3,14.0,106,0,0,Window
P209,F1043,American Airlines,ORD,ORD,2023-09-09 08:51:29,76,On-time,2101,317.6,64,Female,Medium,Emergency,Business,1,None,Desk,8.7,3.0,20,0,0,Middle
P210,F89,Southwest,LAX,DFW,2025-01-19 16:04:09,177,Delayed,571,277.69,34,Male,Low,Business,Premium Economy,1,Silver,Mobile App,7.6,15.0,64,0,1,Middle
P211,F1140,American Airlines,SEA,JFK,2024-07-08 06:03:07,250,On-time,1537,271.56,33,Male,Medium,Family,Economy,0,None,Online,6.6,31.0,88,0,0,Window
P212,F434,Southwest,SFO,JFK,2024-11-26 06:59:21,140,On-time,892,335.52,73,Male,Low,Emergency,First,0,None,Airport Kiosk,7.6,8.0,82,0,1,Middle
P213,F1773,United,ORD,ORD,2023-09-24 19:08:48,168,On-time,1137,321.58,24,Female,High,Family,Economy,1,Platinum,Airport Kiosk,7.6,7.0,30,0,1,Middle
P214,F1443,JetBlue,LAX,ATL,2024-02-14 20:17:26,118,On-time,940,415.92,22,Female,Medium,Family,Economy,0,Silver,Desk,8.5,8.0,23,0,0,Window
P215,F1522,JetBlue,ATL,LAX,2024-07-31 18:09:42,59,On-time,1020,321.52,45,Male,Medium,Business,Economy,2,Platinum,Airport Kiosk,5.3,24.0,82,0,0,Aisle
P216,F923,JetBlue,SFO,LAX,2023-09-27 03:56:04,118,On-time,1179,368.32,24,Female,Medium,Business,Economy,1,None,Desk,6.2,8.0,95,0,0,Aisle
P217,F1088,United,ORD,LAX,2024-10-07 02:05:43,101,On-time,1046,222.63,43,Female,Low,Business,Economy,1,None,Airport Kiosk,7.0,2.0,5,0,0,Window
P218,F1848,United,SEA,DFW,2024-11-25 14:38:24,255,On-time,796,491.86,60,Female,Medium,Emergency,Business,2,None,Desk,7.4,8.0,93,0,0,Aisle
P219,F501,Delta,ATL,SFO,2024-07-10 14:10:27,296,On-time,1285,354.81,33,Male,Low,Family,Economy,4,None,Airport Kiosk,6.2,10.0,13,0,0,Middle
P220,F1823,Southwest,ATL,ATL,2024-07-23 09:59:46,182,On-time,866,447.99,19,Male,Medium,Family,First,1,None,Desk,9.1,4.0,19,0,0,Window
P221,F1175,United,JFK,SEA,2024-05-30 13:35:31,266,On-time,1115,410.42,54,Male,Medium,Emergency,Economy,1,None,Online,4.9,3.0,81,0,0,Aisle
P222,F96,United,DEN,LAX,2024-04-17 18:12:33,248,On-time,1192,361.7,25,Female,Low,Business,Economy,2,None,Airport Kiosk,6.8,9.0,6,0,0,Aisle
P223,F136,Southwest,DEN,JFK,2024-04-26 15:14:59,112,Cancelled,1024,216.76,43,Female,Low,Family,Economy,0,Silver,Mobile App,6.2,18.0,61,0,0,Middle
P224,F1947,United,ATL,LAX,2024-05-09 17:03:33,212,On-time,898,399.35,41,Female,High,Family,Economy,0,Silver,Desk,8.9,4.0,65,0,0,Middle
P225,F1186,United,DEN,ATL,2024-11-02 01:50:23,158,On-time,1534,364.89,52,Male,Medium,Family,Premium Economy,1,None,Desk,7.8,18.0,79,0,1,Window
P226,F1294,Delta,ORD,SEA,2024-11-21 03:44:08,107,Delayed,390,395.99,74,Male,Low,Leisure,Economy,0,None,Online,8.2,32.0,105,0,0,Window
P227,F545,JetBlue,JFK,LAX,2025-03-08 15:43:14,226,On-time,806,247.51,52,Female,Low,Leisure,Economy,0,None,Online,5.1,27.0,75,0,0,Window
P228,F1962,American Airlines,DFW,ATL,2023-11-21 20:57:52,108,On-time,1068,481.61,63,Female,Medium,Leisure,Economy,1,Gold,Airport Kiosk,8.4,7.0,34,0,1,Window
P229,F1795,Southwest,DFW,SEA,2023-06-08 10:55:14,179,On-time,1277,430.65,53,Male,Medium,Family,Premium Economy,0,Platinum,Online,6.2,7.0,31,0,0,Window
P230,F1872,JetBlue,JFK,DFW,2023-08-24 15:25:34,143,On-time,1505,478.22,35,Male,Medium,Business,Premium Economy,0,None,Desk,4.8,11.0,94,0,0,Aisle
P231,F564,Southwest,SEA,JFK,2023-09-05 22:11:46,190,On-time,1030,372.58,19,Male,Medium,Family,Business,1,None,Airport Kiosk,6.6,7.0,94,0,0,Middle
P232,F1238,Delta,DEN,ATL,2023-06-03 14:45:47,232,On-time,935,426.15,56,Female,Medium,Emergency,First,0,None,Airport Kiosk,7.2,1.0,41,0,1,Middle
P233,F594,JetBlue,DFW,JFK,2023-10-11 14:27:07,263,On-time,1374,509.27,21,Female,High,Business,Economy,0,Silver,Online,4.8,16.0,42,0,1,Aisle
P234,F255,Southwest,DEN,JFK,2025-04-06 17:42:49,37,On-time,1125,319.31,40,Female,Medium,Emergency,Economy,3,Gold,Online,7.1,5.0,102,0,1,Window
P235,F1260,Delta,JFK,SEA,2023-08-25 16:52:47,200,On-time,1377,530.7,60,Male,Medium,Leisure,Premium Economy,4,Silver,Mobile App,4.3,12.0,12,0,0,Middle
P236,F664,JetBlue,DEN,DFW,2023-05-07 15:54:55,183,Cancelled,1300,183.33,45,Female,Medium,Business,Economy,0,None,Desk,7.6,13.0,24,0,1,Window
P237,F455,JetBlue,DEN,LAX,2025-03-19 12:24:32,229,On-time,905,245.2,24,Male,Medium,Business,Economy,2,Platinum,Airport Kiosk,5.7,1.0,109,0,0,Aisle
P238,F1783,Delta,JFK,DFW,2023-10-19 00:49:02,138,On-time,962,226.61,65,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,7.6,0.0,106,0,0,Window
P239,F1032,JetBlue,DEN,ORD,2025-02-16 03:18:47,249,On-time,1383,466.01,50,Female,High,Family,Economy,2,None,Mobile App,8.2,7.0,117,0,0,Aisle
P240,F1573,American Airlines,ORD,ORD,2023-05-18 07:28:39,225,On-time,1138,397.05,41,Female,Medium,Leisure,Economy,1,None,Desk,7.7,12.0,32,0,0,Middle
P241,F1455,Delta,ORD,ORD,2024-08-12 03:59:35,158,On-time,1593,131.19,55,Male,Medium,Leisure,Economy,0,None,Desk,7.4,3.0,69,0,0,Middle
P242,F1310,Southwest,LAX,DFW,2024-07-12 11:55:29,224,On-time,1565,370.97,74,Female,Low,Leisure,Economy,0,Silver,Desk,6.4,13.0,30,0,1,Aisle
P243,F1236,Southwest,ORD,DFW,2025-01-11 11:30:09,235,On-time,589,129.25,25,Female,Medium,Business,Economy,1,None,Mobile App,8.5,0.0,56,0,1,Window
P244,F1437,Southwest,SEA,SEA,2024-04-07 04:03:40,255,On-time,657,480.35,56,Male,High,Business,Economy,0,None,Mobile App,7.9,12.0,71,0,0,Aisle
P245,F545,American Airlines,ATL,LAX,2023-10-05 11:45:19,245,On-time,1505,529.43,18,Female,Low,Emergency,Economy,3,Gold,Airport Kiosk,3.5,0.0,28,0,0,Middle
P246,F1159,Delta,DEN,LAX,2024-05-15 15:58:10,223,On-time,1496,202.34,30,Female,Medium,Emergency,Economy,1,Gold,Online,8.5,14.0,43,0,1,Middle
P247,F1529,Southwest,ORD,SEA,2024-07-06 17:01:18,168,On-time,1611,239.62,35,Male,Medium,Business,Premium Economy,1,None,Mobile App,7.0,15.0,48,0,1,Aisle
P248,F1585,JetBlue,JFK,LAX,2023-09-17 20:49:31,208,On-time,1496,346.45,64,Male,Low,Business,Economy,0,None,Desk,6.0,7.0,4,0,0,Window
P249,F686,American Airlines,DEN,JFK,2023-07-09 21:29:45,53,On-time,958,556.49,19,Female,Medium,Family,Economy,2,None,Desk,9.5,18.0,96,0,0,Window
P250,F1473,JetBlue,SEA,DFW,2023-12-27 14:08:52,162,Delayed,1417,381.31,73,Male,High,Leisure,Premium Economy,0,Gold,Airport Kiosk,7.6,1.0,100,0,0,Window
P251,F1505,American Airlines,SEA,SEA,2023-08-26 22:13:30,126,On-time,956,466.09,32,Male,Medium,Leisure,Business,0,None,Desk,6.2,7.0,19,0,0,Middle
P252,F1280,JetBlue,SEA,DEN,2023-05-28 02:26:25,40,On-time,1439,306.51,50,Male,Low,Emergency,Economy,1,Silver,Online,6.4,6.0,59,0,0,Aisle
P253,F590,JetBlue,LAX,DEN,2024-12-16 14:40:44,244,On-time,1203,415.68,21,Female,Low,Business,Economy,0,None,Airport Kiosk,5.1,6.0,109,1,0,Middle
P254,F1594,Delta,DEN,ATL,2024-08-19 01:13:52,139,On-time,1450,231.24,74,Female,Medium,Emergency,Premium Economy,0,None,Airport Kiosk,8.0,5.0,73,0,0,Middle
P255,F1817,American Airlines,ORD,ORD,2023-08-11 11:22:26,212,On-time,1173,294.32,75,Female,Low,Business,Economy,2,Gold,Online,6.3,1.0,88,0,0,Middle
P256,F1328,Delta,SFO,SEA,2024-06-20 01:26:35,99,Cancelled,1088,204.67,46,Male,Medium,Family,Business,0,None,Airport Kiosk,5.9,2.0,61,1,0,Window
P257,F1576,Delta,LAX,SFO,2023-08-04 12:59:22,174,On-time,1397,442.68,63,Male,Medium,Business,Economy,0,None,Mobile App,5.1,14.0,24,0,0,Middle
P258,F1523,Delta,LAX,ORD,2025-02-02 01:57:53,135,Delayed,368,308.44,67,Female,Medium,Emergency,Economy,1,Silver,Airport Kiosk,6.9,12.0,99,0,1,Window
P259,F1741,Southwest,DFW,ORD,2024-01-17 14:50:53,211,On-time,834,342.63,71,Male,Low,Family,Economy,0,Silver,Mobile App,8.7,2.0,100,0,0,Middle
P260,F1272,Southwest,LAX,LAX,2024-07-22 18:58:50,126,On-time,468,303.37,22,Female,Medium,Business,Premium Economy,1,Gold,Desk,3.4,5.0,2,0,0,Window
P261,F1310,Southwest,ATL,SEA,2023-07-29 08:51:26,134,Delayed,1583,433.22,57,Female,High,Business,Business,2,Silver,Mobile App,3.2,11.0,82,1,0,Window
P262,F934,Southwest,DEN,DFW,2024-06-27 23:25:45,173,On-time,1683,177.51,38,Male,Medium,Business,Economy,1,Silver,Desk,7.7,7.0,24,0,0,Aisle
P263,F532,Southwest,DFW,LAX,2025-01-02 23:31:08,146,On-time,1129,407.11,79,Male,High,Business,Economy,2,Silver,Mobile App,4.5,3.0,10,0,0,Aisle
P264,F1331,United,SEA,JFK,2024-07-29 10:43:43,149,On-time,1770,329.35,20,Female,Medium,Family,Economy,0,Gold,Desk,5.8,19.0,23,0,1,Aisle
P265,F147,Southwest,DEN,DFW,2023-06-18 10:00:59,238,On-time,907,346.56,38,Female,Medium,Family,Economy,1,Silver,Desk,5.2,15.0,83,0,0,Window
P266,F864,American Airlines,DEN,SFO,2024-12-20 13:36:11,185,On-time,1041,313.41,65,Male,Low,Emergency,Economy,0,None,Desk,6.7,1.0,3,0,0,Aisle
P267,F1835,Southwest,ORD,LAX,2025-01-25 13:48:09,159,On-time,1327,497.17,59,Female,High,Leisure,Economy,1,None,Mobile App,7.6,4.0,36,0,1,Window
P268,F580,JetBlue,DFW,ATL,2023-11-05 04:23:51,131,On-time,1367,430.89,42,Female,Medium,Leisure,Economy,1,Silver,Desk,5.4,6.0,6,0,0,Window
P269,F1823,American Airlines,JFK,LAX,2023-06-07 09:11:01,51,On-time,1481,509.08,42,Female,High,Business,Economy,0,Gold,Online,8.3,8.0,7,0,0,Window
P270,F325,JetBlue,DEN,SEA,2023-09-19 16:32:32,226,Cancelled,704,307.42,21,Male,Medium,Family,Premium Economy,0,None,Airport Kiosk,5.6,4.0,75,0,0,Aisle
P271,F1701,JetBlue,JFK,SEA,2025-03-24 09:44:59,143,Cancelled,1104,293.08,47,Male,Medium,Leisure,Economy,1,Silver,Mobile App,5.0,2.0,108,0,0,Aisle
P272,F1329,Southwest,LAX,JFK,2023-11-14 08:46:49,174,Delayed,585,579.91,41,Female,High,Emergency,Economy,0,Gold,Airport Kiosk,6.3,36.0,43,0,0,Window
P273,F1263,JetBlue,SEA,DEN,2024-12-20 21:39:10,270,On-time,1167,527.53,73,Female,Low,Business,Economy,1,None,Online,6.2,21.0,115,0,0,Window
P274,F1980,United,DEN,DEN,2025-02-22 20:21:36,142,On-time,1008,294.64,51,Male,Medium,Family,Premium Economy,1,None,Airport Kiosk,6.2,1.0,61,0,1,Aisle
P275,F1334,Delta,SEA,JFK,2024-10-19 10:01:45,121,On-time,1196,216.0,76,Female,High,Emergency,First,0,Platinum,Online,5.7,5.0,19,0,0,Window
P276,F669,Southwest,SFO,SFO,2023-09-09 22:37:33,167,On-time,1891,344.52,68,Female,Medium,Emergency,Premium Economy,0,Platinum,Online,7.6,2.0,2,0,0,Aisle
P277,F1407,United,SFO,ATL,2023-06-23 05:06:02,208,Delayed,701,362.04,29,Female,Low,Leisure,Business,0,Gold,Desk,7.4,8.0,79,0,0,Window
P278,F58,American Airlines,SEA,LAX,2024-06-27 23:09:36,155,On-time,1159,448.93,20,Female,Medium,Family,Economy,0,Silver,Mobile App,8.6,2.0,8,0,0,Middle
P279,F938,American Airlines,DEN,ORD,2023-09-13 15:21:17,97,On-time,1332,322.53,30,Female,High,Family,Economy,1,None,Desk,6.0,28.0,75,0,0,Window
P280,F899,United,ATL,DFW,2024-09-04 16:24:18,189,On-time,1694,595.33,30,Male,High,Family,Economy,0,Silver,Mobile App,7.3,10.0,46,0,0,Window
P281,F697,JetBlue,JFK,ATL,2025-04-21 17:55:57,259,Cancelled,1418,403.06,61,Male,Low,Emergency,Economy,1,Platinum,Desk,10.0,15.0,66,0,0,Window
P282,F945,United,DEN,DFW,2023-07-14 11:29:57,210,Delayed,721,366.78,32,Male,High,Family,Business,2,None,Mobile App,3.7,5.0,48,0,0,Middle
P283,F1201,United,JFK,JFK,2025-03-02 00:32:50,227,On-time,1356,304.33,27,Female,High,Business,Economy,1,None,Airport Kiosk,6.1,1.0,117,0,0,Middle
P284,F1956,Delta,SFO,LAX,2024-11-08 05:29:59,47,On-time,1308,439.19,47,Female,Medium,Business,Premium Economy,1,None,Mobile App,8.2,22.0,76,0,0,Aisle
P285,F1033,United,SEA,ATL,2025-02-11 02:31:49,206,On-time,1258,404.69,19,Female,Low,Emergency,Business,0,Silver,Mobile App,7.6,12.0,87,0,0,Middle
P286,F1063,JetBlue,DFW,DFW,2023-08-03 12:37:03,140,On-time,1400,311.14,31,Female,Medium,Leisure,Premium Economy,3,Gold,Airport Kiosk,10.0,10.0,99,0,0,Aisle
P287,F1532,United,ATL,DEN,2023-09-25 17:32:41,86,On-time,1397,337.34,52,Female,Medium,Emergency,Business,1,None,Online,7.3,10.0,106,0,0,Middle
P288,F982,JetBlue,DEN,DEN,2024-12-23 20:04:04,122,On-time,857,407.83,52,Female,Low,Leisure,First,1,None,Online,8.3,8.0,28,0,0,Window
P289,F1403,JetBlue,LAX,JFK,2025-02-08 12:59:49,89,Cancelled,1596,380.63,68,Male,Low,Leisure,Premium Economy,1,Silver,Mobile App,8.0,4.0,6,0,0,Window
P290,F704,Delta,DFW,ATL,2024-07-26 18:07:36,282,On-time,528,272.47,47,Female,Low,Family,Economy,1,Silver,Online,5.0,11.0,48,0,0,Middle
P291,F303,American Airlines,JFK,ATL,2025-03-25 18:56:07,147,On-time,1457,229.64,74,Female,Medium,Business,Economy,2,None,Mobile App,7.6,14.0,49,0,0,Window
P292,F1191,Delta,LAX,DEN,2024-12-27 03:18:42,164,On-time,1353,271.94,41,Male,Medium,Emergency,Economy,1,Silver,Online,6.8,4.0,114,0,0,Window
P293,F185,Delta,JFK,ATL,2025-03-09 09:56:33,165,On-time,954,400.08,71,Female,Medium,Business,Economy,2,None,Mobile App,9.7,7.0,73,0,0,Middle
P294,F1569,United,LAX,DEN,2024-10-24 20:23:39,143,On-time,934,416.95,29,Female,Medium,Family,Economy,2,Silver,Desk,7.2,0.0,26,0,0,Aisle
P295,F1813,Southwest,ATL,ORD,2025-01-16 23:56:46,129,On-time,1443,392.71,48,Male,Low,Family,Business,0,Platinum,Desk,5.6,8.0,56,0,0,Middle
P296,F888,Southwest,SEA,JFK,2023-06-26 07:22:40,187,Cancelled,1147,341.13,36,Female,Medium,Family,Economy,0,None,Online,5.9,1.0,37,0,0,Middle
P297,F371,Delta,LAX,LAX,2024-05-19 16:33:35,208,Delayed,1560,550.74,58,Male,Medium,Family,Economy,2,None,Desk,6.8,2.0,117,0,1,Aisle
P298,F1622,JetBlue,ORD,LAX,2024-10-03 15:31:22,203,Cancelled,1411,285.89,22,Male,Medium,Leisure,Economy,2,None,Mobile App,8.0,4.0,58,1,0,Aisle
P299,F1995,Southwest,SEA,DEN,2024-06-08 17:53:22,219,On-time,1378,420.03,48,Male,High,Emergency,Economy,0,None,Desk,5.9,0.0,43,0,1,Window
P300,F950,JetBlue,DEN,LAX,2025-02-21 23:28:03,171,On-time,1324,274.98,78,Female,Low,Leisure,Premium Economy,2,None,Mobile App,5.9,23.0,52,1,0,Aisle
P301,F409,JetBlue,DFW,ORD,2025-03-21 06:50:24,237,On-time,750,220.14,55,Male,Medium,Business,Economy,2,Gold,Mobile App,8.5,6.0,89,0,1,Aisle
P302,F1871,Southwest,DEN,ORD,2024-01-24 01:41:22,228,On-time,1291,366.03,33,Male,Medium,Business,Business,2,None,Mobile App,4.1,2.0,82,0,0,Aisle
